154,why what happen QCHAR
155,aww SPLCHAR so do you teach QCHAR how is it QCHAR SPLCHAR c
156,Smarter than me SPLCHAR or have common sense DCHAR Both would be nice
157,legit same but theres pizza hut
158,Ask them DCHAR am i DCHAR QCHAR
159,too much cringe DCHAR
160,ya DCHAR Who are you QCHAR
161,Oh SPLCHAR
162,Not all of us DCHAR
163,what happen
164,I cant wait that long
165,oh ill be there
166,sure sure
167,your phone is on mute hahahha HAPPY
168,Ill just stick with my M8 DCHAR I see no benefit to upgrading DCHAR
169,Keep me in mind when you do EXCHAR
170,its not a joke DCHAR Its a question DCHAR
171,Hey you dont belong here EXCHAR
172,see you I was on the buss
173,Hi plz share correct number
174,this World is not fair machan EXCHAR
175,how are you QCHAR Still at home QCHAR
176,You didnt mean it DCHAR DCHAR
177,NOPE NOTHING AT ALL
178,Im just fine smiles Anyway how are you QCHAR
179,ok
180,I am NUM SPLCHAR sure about the oil DCHAR
181,wow DCHAR I do not DCHAR You talk in sleep HAPPY
182,Haha DCHAR How was it though QCHAR SPLCHAR NUM
183,the month has jus started don give up so soon EXCHAR
184,because Im a rude person
185,HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY noooo SPLCHAR I wasnt ready
186,in which you live
187,Ok thank you SPLCHAR  SPLCHAR
188,but weve been in the same room SPLCHAR so I cant be DCHAR
189,Ofcourse I am not DCHAR What makes you think I am angry QCHAR
190,hia SPLCHAR hia SPLCHAR just a test DCHAR
191,your header
192,Not much of a hobby SPLCHAR but Ive been into craisins recently
193,YES JUST A LITTLE
194,then go NUM pizza DCHAR Eat your heart out when youre stressed DCHAR
195,SPLCHAR D I had fun DCHAR
196,What did you do QCHAR
197,yes you are
198,WHY SO ADVENTUROUS
199,why have you taken it all on yourself DCHAR QCHAR
200,Not like I speak to you everyday
201,What do you mean QCHAR
202,Hey you dont belong here EXCHAR
203,you are
204,You cant be fired in an interview DCHAR
205,why do you feel SPLCHAR lovely
206,u asked me if u cn ask me something
207,my things have changed SPLCHAR P
208,why
209,no EXCHAR but i heard good things EXCHAR
210,Is this allowed QCHAR How will you go home QCHAR
211,not yet EXCHAR
212,I prefer orange flavoured chocolates
213,youre welcome DCHAR HAPPY
214,Cheer up its only Monday
215,Im gonna be expecting it now EXCHAR
216,You are something else DCHAR
217,Yay EXCHAR Glad you loved it X3 HAPPY
218,Im in your closet
219,sims SPLCHAR jardinains DCHAR very gud games DCHAR EXCHAR
220,and how it is cool explain
221,Cmon who can be more socially active that people on social media networks QCHAR QCHAR EXCHAR SPLCHAR
222,sure SPLCHAR D
223,just dont let the job stop you
224,What type of pet
225,do you need tips QCHAR
226,you right
227,thats what I was doing when it showed up
228,Me good DCHAR You QCHAR Where you QCHAR
229,gives you a patient smile I know SPLCHAR love DCHAR
230,oh oh DCHAR What happened QCHAR
231,sent SPLCHAR good luck DCHAR
232,Current model is the third gen DCHAR
233,nope just some rattofied phrases SPLCHAR
234,who is SPLCHAR YOU SPLCHAR
235,are you sure QCHAR I have not heard you talk in years
236,Hello EXCHAR How are you QCHAR
237,How do you mean QCHAR
238,what is a weird word
239,cool EXCHAR You should EXCHAR
240,Well im happy you�re happy EXCHAR So there EXCHAR SPLCHAR
241,the village
242,yes SPLCHAR of course SPLCHAR
243,u tryin to do legs
244,no one knows what I look liek
245,like what QCHAR I keep hearing bad things
246,what if i dont change the topic QCHAR
247,Yes they did have to
248,why is that
249,Yes its kool DCHAR
250,Nice try KRK DCHAR SPLCHAR
251,just like how babies are born DCHAR haha HAPPY
252,And nobody can talk to a horse of course
253,best friend or more more than best friend
254,Thanks EXCHAR Keep on tickling my Friend HAPPY HAPPY
255,you are
256,I think you know ra DCHAR
257,I am here DCHAR
258,why
259,Sell everything that you havent used for over two weeks DCHAR
260,Hold on SPLCHAR let me find that app on my phone DCHAR
261,cant live without you SPLCHAR stuff like that SPLCHAR
262,It all depends on what would you like to achieve by learning the language DCHAR
263,Any special reason QCHAR SPLCHAR
264,Yes SPLCHAR many times DCHAR
265,Spoken like a person who has never been married DCHAR
266,Yeah probably should DCHAR
267,Thank you EXCHAR I like your photo too EXCHAR HAPPY
268,Because people avoid to talk about
269,Indeed OTHER
270,thank you SPLCHAR
271,missed you more and going to miss you again SPLCHAR NUM
272,What you didnt meant QCHAR
273,I missed u too and the feeling is mutual
274,Wot u on about
275,so so sad DCHAR SPLCHAR
276,Kind of DCHAR how did I end up spending my time here QCHAR
277,whats SPLCHAR mmm SPLCHAR QCHAR Is it the new SPLCHAR hmm SPLCHAR QCHAR
278,wow SPLCHAR i cannot believe this
279,Oh my bad DCHAR Carry on DCHAR
280,thank you man NUM SPLCHAR
281,I understand your pain S DCHAR
282,what what QCHAR Haha HAPPY
283,Sorry bro SPLCHAR
284,Im the best
285,hes all yours
286,what do you mean by SPLCHAR new SPLCHAR
287,You are
288,what is bad about the day QCHAR
289,You begin to know when to apologize only after you discover you can offend DCHAR
290,For most people its to late DCHAR
291,say im lying
292,should open by NUM
293,Am not fine SPLCHAR but happy that am back home SPLCHAR thnxx DCHAR happy new year SPLCHAR
294,I have my friends to protect me d SPLCHAR
295,Uhm Why would you assume such QCHAR
296,YES YES YES YES
297,you hate me
298,duH of course
299,My day was good SPLCHAR D How about yours QCHAR
300,we dont get wifi from our aircraft
301,Accepted DCHAR SPLCHAR
302,dont cry
303,Water SPLCHAR
304,Its not the only thing you dont know about SPLCHAR apparently DCHAR
305,Because SPLCHAR it just is DCHAR Get over it son DCHAR
306,TV series
307,Is that all QCHAR
308,thank you EXCHAR SPLCHAR
309,yes yes you were
310,HAPPY HAPPY I really hope so
311,Count me in EXCHAR
312,It really is DCHAR
313,Do you have help QCHAR
314,damn HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY
315,Fried rice DCHAR
316,Me neither DCHAR Well SPLCHAR this is a bummer DCHAR
317,I was thinking about time before having kids lol
318,So for who is that name QCHAR
319,Strong people are never alone
320,nice then SPLCHAR hahaha DCHAR dnt knw why im doing engineering anyways wabt askin SPLCHAR  SPLCHAR
321,I adore hugs but i havent hugged all that many people lately DCHAR
322,NUH uh DCHAR You never have fun DCHAR
323,from where you getting them
324,lol keep it
325,Anything DCHAR I just want to laze about and do nothing DCHAR
326,Yep DCHAR
327,Be warned SPLCHAR I will judge the judging of the judge
328,so sad QCHAR About what QCHAR SPLCHAR  SPLCHAR
329,I thought you said you guys would be there to assist SPLCHAR awaiting your assistance EXCHAR
330,not true DCHAR no tv DCHAR No ipl
331,leave what QCHAR
332,I just wish there was more
333,thanks EXCHAR Glad you liked it EXCHAR HAPPY
334,Then say bluntly DCHAR Whats stopping you QCHAR
335,yes yes
336,HOW R U ALIVE QCHAR EXCHAR
337,youre lucky EXCHAR
338,much needed comment EXCHAR
339,Because we dont sign like that
340,Good yeah EXCHAR Do tell me when youre here next time around DCHAR Hows Dubai QCHAR
341,Radium colour DCHAR DCHAR
342,English but I like to speak Spanish and Italian also DCHAR
343,why would I QCHAR SPLCHAR
344,Im fine too SPLCHAR hows your exams QCHAR SPLCHAR
345,Hey
346,and whats with all the SPLCHAR i hate the full stop SPLCHAR i hate that SPLCHAR
347,Sorry bro SPLCHAR
348,wait till you get a BF SPLCHAR
349,Harry Potter SPLCHAR hands down DCHAR HAPPY
350,I can see smack smack HAPPY HAPPY HAPPY
351,Im always having fun SPLCHAR ・ SPLCHAR
352,YAY HAVE FUN
353,i know
354,a talk is always good
355,SPLCHAR hope so DCHAR really hope so EXCHAR
356,coz I hate Southy food SPLCHAR anything wrong
357,Cant help how I feel DCHAR
358,it is EXCHAR
359,Chilling QCHAR Im back from college DCHAR
360,thanks EXCHAR
361,oops sorry ANGRY
362,HAPPY HAPPY HAPPY maybe someone is just trolling me DCHAR
363,after you DCHAR SPLCHAR p
364,no thats not it
365,what happened to your leg QCHAR QCHAR QCHAR SAD
366,What exam do you get to write that XD
367,Whats the thing QCHAR
368,But you just did say something about it DCHAR
369,youre very welcome DCHAR SPLCHAR
370,NO PLEASE JUST NO
371,It works for everyone DCHAR Do it properly
372,Wait What QCHAR
373,Coz you are boring person
374,hello EXCHAR
375,Done SPLCHAR
376,Our ego always talks on subconscious levels DCHAR
377,Why QCHAR
378,Youre all so cute SPLCHAR pretending to be grown ups DCHAR HAPPY HAPPY
379,Lol DCHAR For sure DCHAR
380,How so QCHAR
381,What you dunno
382,hey hey hey SPLCHAR
383,tell me
384,I guess so DCHAR
385,Your efforts in trying to get a girlfriend are already invisible DCHAR
386,Happy Teddy Day To u Too SPLCHAR
387,you meant to say good
388,Oh DCHAR
389,I HAVE ENOUGH FRIENDS
390,MY LEG EXCHAR
391,lost with you SPLCHAR sure EXCHAR
392,At least Ive got fried chicken DCHAR
393,Leave me lonely DCHAR
394,Yes you are EXCHAR
395,How to understand women DCHAR
396,what is there not to get QCHAR
397,Who isnt excited for it EXCHAR
398,I am too
399,I HATE IT SO MUCH
400,thanks so much SPLCHAR
401,nothing to spill
402,AHHH ILL HAVE TO LOOK OUT FOR YOU THEN
403,You are welcome DCHAR Why only so SPLCHAR so QCHAR
404,best friends
405,Written so SPLCHAR so well DCHAR
406,I am so so so sleepy now DCHAR
407,deepika padukone DCHAR Your eyes so look like hers EXCHAR
408,I am no expert in computer networks but am deeply interested in the subject DCHAR
409,YES YES YES YES
410,each person defines emotional support differently DCHAR Nothing to worry about DCHAR HAPPY
411,ur the bestest
412,Synthetic biological or computer SPLCHAR based QCHAR
413,Your someone has a point SPLCHAR reading books doesnt lead to wealth DCHAR Not directly anyway DCHAR
414,Id never do that HAPPY
415,i am trying to make a comeback HAPPY
416,Heres a number for you NUM
417,QCHAR QCHAR did i really QCHAR QCHAR
418,SPLCHAR NUM SPLCHAR NUM SPLCHAR NUM SPLCHAR NUM SPLCHAR reduce fraction as needed DCHAR
419,have a good day and SMILE EXCHAR
420,WE HAVE THE SAME NAME
421,What do you mean what QCHAR
422,about you i guess i do
423,Hihihi i saw my friend followed you so i followed you to
424,Where you at QCHAR
425,Ah right DCHAR
426,are you implying a NUM SPLCHAR of pc users are using windows NUM right now QCHAR
427,hope youre enjoying
428,who did QCHAR
429,Nothing Im fine DCHAR
430,i am EXCHAR
431,Wait is it a bot or not QCHAR
432,Happy you noticed
433,bUT hOW cAN yOU lEARN iF yOU cANT sEE QCHAR
434,hurry up will you QCHAR
435,low fat diet DCHAR walks in mornings DCHAR less eating dinner DCHAR
436,which feeling dominates QCHAR SPLCHAR
437,tonight
438,Artificial Intelligence SPLCHAR A Modern Approach
439,wasnt talking about you but its all good
440,and how it is cool explain
441,profound EXCHAR We make mistakes SPLCHAR mistakes makes us DCHAR
442,Aaah DCHAR Clean you EXCHAR
443,Are you me QCHAR
444,U are ok
445,really I never get really bad hangovers
446,So where are you QCHAR
447,I can see clearly now DCHAR
448,All in favor QCHAR
449,YAY HAVE FUN HAPPY HAPPY
450,see the video DCHAR serial comma DCHAR I didnt know until today
451,k i wont call you
452,what else should i say QCHAR
453,what kind of relationship is that QCHAR
454,rude
455,lol how QCHAR
456,Hehe thats fine EXCHAR SPLCHAR D
457,cool you like SPLCHAR lol SPLCHAR too
458,cause it was funny im sorry
459,haha man I mistake make HAPPY
460,Thank you SPLCHAR Your face makes me happy too EXCHAR SPLCHAR
461,Finding out something awesome about somebody SPLCHAR completely on my own DCHAR
462,when i wake up at NUM
463,No SPLCHAR thanks DCHAR
464,so what are you doin QCHAR
465,Its the thing I have seen in recent times HAPPY HAPPY HAPPY
466,Will google it SPLCHAR find before I check in next time DCHAR Thanks EXCHAR
467,Then what number am I QCHAR EXCHAR
468,i just do not understand why
469,so YOU say
470,BUT YOU ARE SUNSHINE
471,What kind of games QCHAR
472,SPLCHAR tell me
473,Beautiful country EXCHAR Ill try asap EXCHAR
474,how u now
475,why QCHAR Tell me SPLCHAR
476,SPLCHAR night
477,what bad news QCHAR QCHAR
478,you need the sleep
479,Haha EXCHAR I believe everything you are taught to learn is artificial intelligence DCHAR SPLCHAR DCHAR SPLCHAR
480,Hahahaha its not as fun as it sounds SPLCHAR P
481,how u been
482,U are ok
483,And after she had blocked me and she said im pathetic
484,I dont like biryani ra
485,good song
486,What happened to you QCHAR
487,i dont see it
488,HAPPY nice to meet you
489,I just SPLCHAR I heart you
490,Read something and think being in someone else boots DCHAR
491,you need a life first
492,U are ok SPLCHAR ay SPLCHAR
493,yes I was SPLCHAR but now you ruined it DCHAR Way to go
494,sure DCHAR i m there for u
495,we speak different languages sigh SAD
496,and how it is cool explain
497,I dont know you DCHAR
498,are you cute HAPPY
499,because I dont want to
500,its a sad sad situation
501,Start conversation in English with your friends and colleagues occasionally DCHAR
502,that makes me happy DCHAR
503,how r u DCHAR QCHAR QCHAR
504,It seems you are DCHAR
505,NO I DIDNT
506,So half of NUM months QCHAR
507,Does that make Battlefield NUM the Ra DCHAR One of video games QCHAR
508,I talk to you EXCHAR
509,We should have details coming soon EXCHAR
510,I believe you mean the latter is superior in every way DCHAR
511,your marriage date
512,It depends on what you consider SPLCHAR enough DCHAR
513,Hi DCHAR Talking to self QCHAR
514,Hi M Fine hwz u QCHAR
515,You are annoying me DCHAR
516,yes EXCHAR But my perception matters EXCHAR
517,duh EXCHAR Code of trolling DCHAR
518,I do what I want DCHAR
519,haha DCHAR Ofcourse i know that DCHAR Keep laughing DCHAR Good for health SPLCHAR
520,Ok now I feel bad thank you DCHAR
521,Also yes yes yes because yes yes yes yes DCHAR SPLCHAR
522,Thank you SPLCHAR NUM
523,where are you Mr QCHAR QCHAR
524,dont worry I will
525,Have a happy valentines day SPLCHAR
526,what is it of QCHAR
527,why QCHAR why you laugh HAPPY OTHER
528,you got me
529,So whats up now QCHAR
530,Yes SPLCHAR what is that QCHAR
531,maybe Ill meet you someday hahaha
532,Doesnt really sound like AI DCHAR Its more like augmented human intelligence DCHAR
533,say something Im giving up on you
534,what a beautiful name what does it means QCHAR SPLCHAR
535,because its yummy DCHAR
536,Well SPLCHAR Im a fan of you DCHAR
537,k
538,Sorry DCHAR You DCHAR ANGRY SAD
539,tell me all about it EXCHAR
540,what why QCHAR EXCHAR QCHAR EXCHAR QCHAR
541,why not
542,come lets go
543,i was talking about SPLCHAR THE YESTERDAY SPLCHAR Remember something QCHAR
544,funniest thing HAPPY HAPPY
545,Ill try not to DCHAR
546,sorry not accepting till you make serious amends
547,You are capable of feeling DCHAR
548,uh cause I know you
549,dancing like what QCHAR
550,If you have zero girlfriends you really have a boyfriend DCHAR
551,that are you the one in those few women DCHAR Quiet simple DCHAR
552,what is wrong
553,Ill show you after Im done EXCHAR
554,Why QCHAR SPLCHAR O
555,whens good for you QCHAR
556,we dont get got SPLCHAR we go get
557,A piece of cake
558,why dont you at me
559,yea why QCHAR
560,Im already married though DCHAR
561,not trying to SPLCHAR just my opinion DCHAR
562,Read English language books SPLCHAR watch TV shows SPLCHAR movies SPLCHAR do anything a normal Englishman does DCHAR
563,I do not DCHAR
564,If I throw different things at people different times SPLCHAR I am not a bot DCHAR
565,Why do you care enough to say that QCHAR
566,hows it scary though
567,I m good DCHAR How about u QCHAR
568,if you want
569,pls tell me
570,You are Indeed EXCHAR
571,What about Lolxxx QCHAR EXCHAR LoLzzz SPLCHAR Laughing out loud while sleeping DCHAR SPLCHAR HAPPY HAPPY HAPPY
572,you old SPLCHAR NUM
573,U are ok SPLCHAR ay SPLCHAR
574,i thought it means SPLCHAR being irritated DCHAR
575,Sweet SPLCHAR connecting now SPLCHAR
576,Because im just not DCHAR
577,You right DCHAR Someone else come with me
578,sure EXCHAR Just tell me HAPPY
579,I meant the team DCHAR Hating cricket is for hipsters DCHAR
580,A working Saturday DCHAR For the clients joy DCHAR HAPPY
581,You two are so cute EXCHAR Congratulations SPLCHAR
582,If I cant have you DCHAR
583,well i like ur show
584,then QCHAR QCHAR QCHAR
585,I got bored DCHAR
586,I dont even like cooking for myself
587,Why SPLCHAR do you say that QCHAR
588,yea ask QCHAR
589,go back to college
590,No kidding
591,SPLCHAR pls
592,I want to keep annoying you
593,I was trying to reply to
594,Ill see you soon DCHAR
595,thank you so much EXCHAR HAPPY
596,hi DCHAR Same here DCHAR Me too love myself DCHAR
597,what QCHAR QCHAR
598,NUM reasons why should be made to pay NUM crore fine DCHAR
599,i know DCHAR
600,father guess what
601,You succeed DCHAR
602,Thx u EXCHAR SPLCHAR Bad EXCHAR SPLCHAR
603,Good Good SPLCHAR P
604,Love is Love DCHAR Love is Life DCHAR 8D
605,Im better at this i guess
606,you go to sleep too QCHAR
607,I AM GOOD SPLCHAR WHAT ABOUT YOU BFF QCHAR
608,How so QCHAR
609,Do you hate me QCHAR
610,No I cannot SPLCHAR
611,for my reply QCHAR EXCHAR
612,Clients happy smiling faces HAPPY
613,happy new year EXCHAR
614,Talk to me later DCHAR
615,I asked to late
616,course you are SPLCHAR
617,I like what you got DCHAR
618,im hi thats why walking wakda tikda DCHAR
619,Go on QCHAR
620,Your life is the only poor thing in the convo
621,Id rather be a rich introvert DCHAR
622,Am I now QCHAR
623,come on baby EXCHAR
624,Sounds like a perfectly fun game EXCHAR
625,good because Im right
626,had DCHAR Fish fry with chicken sambar
627,coz I never know how to tell anyone
628,missed u way more
629,Dont know about you SPLCHAR but I am DCHAR
630,What Is The Planning Tomorrow For
631,Wait
632,hmm over DCHAR Hw was the day QCHAR
633,you better
634,i dont know how to swim SPLCHAR
635,how I try you
636,SPLCHAR Do it DCHAR
637,Its sad people make light of it DCHAR
638,BUT I DO NOW EXCHAR
639,Such awesome words DCHAR and so true SPLCHAR
640,sure SPLCHAR what is it QCHAR
641,nothing DCHAR
642,wait a minute
643,Watch that episode again youll see what I mean DCHAR
644,Good DCHAR you QCHAR
645,something QCHAR
646,Chicken Tandoori DCHAR Chicken Tikka Chilly Chicken DCHAR
647,how is tht my fault QCHAR
648,sorry DCHAR cant post here DCHAR
649,I laughed out loud DCHAR SPLCHAR
650,were still married by my understanding
651,me me i would love to be ur friend EXCHAR SPLCHAR
652,go sleep then DCHAR
653,Round about number is fine to get us started while you get exact figures DCHAR
654,study
655,oh I know EXCHAR Im just saying DCHAR
656,i like all kinds of movie as long as they dnt bore me
657,mama where you now QCHAR
658,Gonna have to agree with this guy
659,In terms of your specific problem SPLCHAR be generous with yourself DCHAR You probably solve the problem DCHAR
660,try to read this SPLCHAR Eye Direction and Lying
661,do you really understand though QCHAR
662,You can drive but better to take a international licence
663,where u reside at QCHAR
664,I see DCHAR
665,what should i do QCHAR
666,whatever you say
667,yours is opposite
668,how QCHAR
669,U dont remove the hair SPLCHAR leave it alone EXCHAR
670,Lara Dutta is Punjabi DCHAR
671,Oooh SPLCHAR played by Hank Azaria EXCHAR
672,i will
673,replied SPLCHAR
674,Always you are judging me DCHAR SPLCHAR  SPLCHAR But I SPLCHAR NUM you ra DCHAR
675,I do care
676,How so QCHAR
677,shud i keep aside one for u
678,cartoon series SPLCHAR
679,Ive been worse SPLCHAR what about you QCHAR
680,Not available in the UK SPLCHAR shame really DCHAR
681,that comes after that EXCHAR HAPPY HAPPY HAPPY HAPPY
682,i love the way you hate DCHAR
683,Arey SPLCHAR NUM month left so obviously karega na QCHAR
684,Obviously hear DCHAR
685,How do you eat idli with papaya man QCHAR
686,Ive started my own business DCHAR Its failing DCHAR
687,If you really believe in yourself DCHAR
688,pretty you QCHAR
689,Aww EXCHAR How great great EXCHAR I see youre still in your Mini PJs HAPPY
690,what you call it
691,Well SPLCHAR you should EXCHAR
692,its called the free party DCHAR
693,yeah DCHAR So dont mind me and carry on with your nonsense DCHAR
694,When did i BROKE ur heart QCHAR HAPPY HAPPY
695,The spot gold price is NUM DCHAR NUM
696,Super busy with work and stuff DCHAR How have YOU been QCHAR SPLCHAR
697,WHY QCHAR
698,cuz I like u
699,see you saturday afternoon for lunch EXCHAR
700,here u go SPLCHAR JOKE SPLCHAR SPLCHAR P SPLCHAR P
701,who are you
702,you take more cat naps than me DCHAR
703,I know I am DCHAR
704,The who
705,u can ask me na EXCHAR QCHAR Ill reply u EXCHAR SPLCHAR P
706,my explanation or the difference in difficulty QCHAR
707,Nope DCHAR why should i QCHAR SPLCHAR
708,dont ever leave me
709,Being ignorant isnt DCHAR
710,the joys of being single EXCHAR SPLCHAR
711,well QCHAR Which one QCHAR
712,oh were the god damn best of friends
713,but i am EXCHAR SPLCHAR D
714,but but but its so much fun EXCHAR Especially AP calculus DCHAR
715,Yeah SPLCHAR nothing like the original SPLCHAR
716,Also yes yes yes because yes yes yes yes DCHAR
717,Bollywood movies are too lengthy SPLCHAR and they usually go out of limit especially while fighting DCHAR
718,its good DCHAR
719,as if what
720,Im in a relationship with u a friend ship
721,because I have eyes
722,dont cry DCHAR well go DCHAR sometime in the future SPLCHAR
723,what u talking about
724,hahaha you know it SPLCHAR
725,I can always be trusted
726,29th of this month
727,oops SPLCHAR I see you have already sent it
728,yup DCHAR and DCHAR how are u QCHAR
729,dont beat yourself up SPLCHAR tomorrow is another day
730,Thanks DCHAR Sometimes I feel like it SPLCHAR
731,what my face haha QCHAR QCHAR HAPPY
732,I know the reasons EXCHAR SAD
733,How so QCHAR
734,Sending
735,not for free
736,who QCHAR QCHAR QCHAR QCHAR QCHAR QCHAR ★★★ OTHER OTHER OTHER
737,well Im at the beach
738,we won DCHAR Yayy HAPPY HAPPY
739,Youre the awesomest SPLCHAR D
740,I will try but I dont think I will be able to x
741,you better not be taking applications
742,yeah EXCHAR
743,just DCHAR Disappointed DCHAR QCHAR
744,Ex SPLCHAR cuse yourself for a moment DCHAR And start dating DCHAR
745,Exactly EXCHAR The world doesnt know who I am
746,i think its a play on the word vibrant unless im extremely incorrect
747,Please tell me that wasnt a real conversation DCHAR
748,I missed you to Father DCHAR
749,how was itt
750,your cute
751,What QCHAR Why QCHAR
752,huh QCHAR must be a spam DCHAR sorry SAD
753,haha well then we should all make plans sOon HAPPY HAPPY HAPPY
754,just sent it DCHAR
755,weird or awesome QCHAR HAPPY
756,you know well what you did EXCHAR
757,I almost forgot
758,because I said so
759,Ill be back to talk to you once I get it SPLCHAR
760,You said all SAD
761,got it QCHAR
762,good DCHAR How was your day QCHAR QCHAR
763,Youre welcome SPLCHAR I have many SPLCHAR heres another DCHAR
